photo_id,confirmation_id,visit_id,store_id,campaign_id,photo_proof_url,photo_timestamp,photo_gps_coordinates,photo_user_id,photo_device_id,photo_type,photo_validation_status,photo_validation_reason
PH-907-V-379-S-018,CONF-379-S-018-PEACH-006,V-379-S-018,S-018,C-2026-PEACH,photos/PH-907-V-379-S-018.jpg,2026-07-07T12:00:00-05:00,"47.6474,-117.5075",REP-006,TAB-016,shelf_display,passed,
PH-908-V-379-S-018,CONF-379-S-018-PEACH-006,V-379-S-018,S-018,C-2026-PEACH,photos/PH-908-V-379-S-018.jpg,2026-07-07T10:00:00-05:00,"31.6902,-88.8257",REP-015,TAB-013,store_front,passed,
PH-909-V-379-S-018,CONF-379-S-018-PEACH-006,V-379-S-018,S-018,C-2026-PEACH,photos/PH-909-V-379-S-018.jpg,2026-07-07T16:15:00-05:00,"43.7369,-102.2169",REP-003,TAB-003,store_front,passed,
PH-910-V-379-S-018,CONF-379-S-018-PEACH-006,V-379-S-018,S-018,C-2026-PEACH,photos/PH-910-V-379-S-018.jpg,2026-07-07T14:45:00-05:00,"36.6548,-102.158",REP-012,TAB-002,posm_deployment,passed,
PH-911-V-380-S-018,CONF-380-S-018-PEACH-007,V-380-S-018,S-018,C-2026-PEACH,photos/PH-911-V-380-S-018.jpg,2026-07-01T10:45:00-05:00,"31.349,-71.3259",REP-015,TAB-013,posm_deployment,passed,
PH-912-V-381-S-018,CONF-381-S-018-PEACH-008,V-381-S-018,S-018,C-2026-PEACH,photos/PH-912-V-381-S-018.jpg,2026-07-04T15:30:00-05:00,"33.9461,-103.0248",REP-003,TAB-001,posm_deployment,passed,
PH-913-V-381-S-018,CONF-381-S-018-PEACH-008,V-381-S-018,S-018,C-2026-PEACH,photos/PH-913-V-381-S-018.jpg,2026-07-04T13:45:00-05:00,"44.7862,-82.4799",REP-010,TAB-008,store_front,failed,image quality too low
PH-914-V-382-S-018,CONF-382-S-018-PEACH-009,V-382-S-018,S-018,C-2026-PEACH,photos/PH-914-V-382-S-018.jpg,2026-07-06T15:00:00-05:00,"30.4458,-106.4934",REP-009,TAB-012,store_front,passed,
PH-915-V-382-S-018,CONF-382-S-018-PEACH-009,V-382-S-018,S-018,C-2026-PEACH,photos/PH-915-V-382-S-018.jpg,2026-07-06T10:00:00-05:00,"33.9333,-76.9506",REP-006,TAB-019,posm_deployment,passed,
PH-916-V-382-S-018,CONF-382-S-018-PEACH-009,V-382-S-018,S-018,C-2026-PEACH,photos/PH-916-V-382-S-018.jpg,2026-07-06T15:15:00-05:00,"29.416,-110.3153",REP-011,TAB-004,posm_deployment,passed,
PH-917-V-382-S-018,CONF-382-S-018-PEACH-009,V-382-S-018,S-018,C-2026-PEACH,photos/PH-917-V-382-S-018.jpg,2026-07-06T11:00:00-05:00,"40.2666,-73.2884",REP-002,TAB-005,pricing,passed,
PH-918-V-383-S-018,CONF-383-S-018-PEACH-010,V-383-S-018,S-018,C-2026-PEACH,photos/PH-918-V-383-S-018.jpg,2026-07-07T12:15:00-05:00,"33.8226,-97.282",REP-012,TAB-006,shelf_display,failed,no GPS coordinates captured
PH-919-V-383-S-018,CONF-383-S-018-PEACH-010,V-383-S-018,S-018,C-2026-PEACH,photos/PH-919-V-383-S-018.jpg,2026-07-07T14:30:00-05:00,"32.4982,-77.557",REP-009,TAB-016,pricing,passed,
PH-920-V-383-S-018,CONF-383-S-018-PEACH-010,V-383-S-018,S-018,C-2026-PEACH,photos/PH-920-V-383-S-018.jpg,2026-07-07T12:30:00-05:00,"26.7681,-89.9045",REP-012,TAB-020,posm_deployment,passed,
PH-921-V-383-S-018,CONF-383-S-018-PEACH-010,V-383-S-018,S-018,C-2026-PEACH,photos/PH-921-V-383-S-018.jpg,2026-07-07T12:15:00-05:00,"32.7815,-102.25",REP-007,TAB-015,shelf_display,passed,
PH-922-V-384-S-018,CONF-384-S-018-PEACH-011,V-384-S-018,S-018,C-2026-PEACH,photos/PH-922-V-384-S-018.jpg,2026-07-02T10:15:00-05:00,"35.3936,-100.8013",REP-014,TAB-016,pricing,passed,
PH-923-V-384-S-018,CONF-384-S-018-PEACH-011,V-384-S-018,S-018,C-2026-PEACH,photos/PH-923-V-384-S-018.jpg,2026-07-02T08:30:00-05:00,"31.995,-97.9892",REP-012,TAB-011,shelf_display,passed,
PH-924-V-384-S-018,CONF-384-S-018-PEACH-011,V-384-S-018,S-018,C-2026-PEACH,photos/PH-924-V-384-S-018.jpg,2026-07-02T08:30:00-05:00,"31.7676,-82.1593",REP-014,TAB-009,shelf_display,passed,
PH-925-V-385-S-018,CONF-385-S-018-PEACH-012,V-385-S-018,S-018,C-2026-PEACH,photos/PH-925-V-385-S-018.jpg,2026-07-02T09:45:00-05:00,"33.6351,-108.5294",REP-002,TAB-007,planogram,passed,
PH-926-V-385-S-018,CONF-385-S-018-PEACH-012,V-385-S-018,S-018,C-2026-PEACH,photos/PH-926-V-385-S-018.jpg,2026-07-02T11:00:00-05:00,"43.4829,-88.8817",REP-004,TAB-014,posm_deployment,passed,
PH-927-V-385-S-018,CONF-385-S-018-PEACH-012,V-385-S-018,S-018,C-2026-PEACH,photos/PH-927-V-385-S-018.jpg,2026-07-02T17:30:00-05:00,"33.7417,-102.8389",REP-006,TAB-003,posm_deployment,passed,
PH-928-V-385-S-018,CONF-385-S-018-PEACH-012,V-385-S-018,S-018,C-2026-PEACH,photos/PH-928-V-385-S-018.jpg,2026-07-02T13:30:00-05:00,"39.7012,-72.5826",REP-006,TAB-009,posm_deployment,passed,
PH-929-V-386-S-005,CONF-386-S-005-PEACH-001,V-386-S-005,S-005,C-2026-PEACH,photos/PH-929-V-386-S-005.jpg,2026-07-06T15:00:00-04:00,"31.0056,-77.9691",REP-014,TAB-018,posm_deployment,passed,
PH-930-V-387-S-005,CONF-387-S-005-PEACH-002,V-387-S-005,S-005,C-2026-PEACH,photos/PH-930-V-387-S-005.jpg,2026-07-03T13:15:00-04:00,"41.5203,-101.5386",REP-014,TAB-009,planogram,passed,
PH-931-V-387-S-005,CONF-387-S-005-PEACH-002,V-387-S-005,S-005,C-2026-PEACH,photos/PH-931-V-387-S-005.jpg,2026-07-03T17:45:00-04:00,"37.9222,-101.3472",REP-016,TAB-009,shelf_display,passed,
PH-932-V-388-S-005,CONF-388-S-005-PEACH-003,V-388-S-005,S-005,C-2026-PEACH,photos/PH-932-V-388-S-005.jpg,2026-07-08T08:30:00-04:00,"39.5371,-87.6012",REP-007,TAB-013,store_front,passed,
PH-933-V-388-S-005,CONF-388-S-005-PEACH-003,V-388-S-005,S-005,C-2026-PEACH,photos/PH-933-V-388-S-005.jpg,2026-07-08T12:45:00-04:00,"35.981,-99.8207",REP-011,TAB-002,pricing,passed,
PH-934-V-388-S-005,CONF-388-S-005-PEACH-003,V-388-S-005,S-005,C-2026-PEACH,photos/PH-934-V-388-S-005.jpg,2026-07-08T15:15:00-04:00,"39.7401,-98.4446",REP-011,TAB-008,posm_deployment,passed,
PH-935-V-389-S-005,CONF-389-S-005-PEACH-004,V-389-S-005,S-005,C-2026-PEACH,photos/PH-935-V-389-S-005.jpg,2026-07-05T15:30:00-04:00,"25.1312,-77.0734",REP-012,TAB-004,posm_deployment,passed,
PH-936-V-390-S-005,CONF-390-S-005-PEACH-005,V-390-S-005,S-005,C-2026-PEACH,photos/PH-936-V-390-S-005.jpg,2026-07-08T14:45:00-04:00,"44.6958,-79.827",REP-003,TAB-019,store_front,passed,
PH-937-V-390-S-005,CONF-390-S-005-PEACH-005,V-390-S-005,S-005,C-2026-PEACH,photos/PH-937-V-390-S-005.jpg,2026-07-08T15:00:00-04:00,"35.6757,-111.4461",REP-001,TAB-001,shelf_display,passed,
PH-938-V-391-S-005,CONF-391-S-005-PEACH-006,V-391-S-005,S-005,C-2026-PEACH,photos/PH-938-V-391-S-005.jpg,2026-07-03T09:45:00-04:00,"39.7345,-110.4733",REP-012,TAB-015,posm_deployment,passed,
PH-939-V-391-S-005,CONF-391-S-005-PEACH-006,V-391-S-005,S-005,C-2026-PEACH,photos/PH-939-V-391-S-005.jpg,2026-07-03T11:45:00-04:00,"43.7369,-117.922",REP-003,TAB-008,posm_deployment,passed,
PH-940-V-391-S-005,CONF-391-S-005-PEACH-006,V-391-S-005,S-005,C-2026-PEACH,photos/PH-940-V-391-S-005.jpg,2026-07-03T09:45:00-04:00,"32.1706,-99.6325",REP-006,TAB-019,planogram,passed,
PH-941-V-394-S-005,CONF-394-S-005-PEACH-009,V-394-S-005,S-005,C-2026-PEACH,photos/PH-941-V-394-S-005.jpg,2026-07-08T11:15:00-04:00,"25.3268,-91.5855",REP-009,TAB-002,posm_deployment,passed,
PH-942-V-394-S-005,CONF-394-S-005-PEACH-009,V-394-S-005,S-005,C-2026-PEACH,photos/PH-942-V-394-S-005.jpg,2026-07-08T08:15:00-04:00,"35.4894,-78.3763",REP-016,TAB-001,store_front,passed,
PH-943-V-394-S-005,CONF-394-S-005-PEACH-009,V-394-S-005,S-005,C-2026-PEACH,photos/PH-943-V-394-S-005.jpg,2026-07-08T15:00:00-04:00,"37.1676,-99.3946",REP-015,TAB-016,shelf_display,passed,
PH-944-V-395-S-005,CONF-395-S-005-PEACH-010,V-395-S-005,S-005,C-2026-PEACH,photos/PH-944-V-395-S-005.jpg,2026-07-10T15:30:00-04:00,"43.4451,-80.2673",REP-006,TAB-016,planogram,passed,
PH-945-V-396-S-005,CONF-396-S-005-PEACH-011,V-396-S-005,S-005,C-2026-PEACH,photos/PH-945-V-396-S-005.jpg,2026-07-04T17:45:00-04:00,"25.3732,-100.0143",REP-016,TAB-010,posm_deployment,passed,
PH-946-V-398-S-096,CONF-398-S-096-PEACH-001,V-398-S-096,S-096,C-2026-PEACH,photos/PH-946-V-398-S-096.jpg,2026-07-05T18:45:00-07:00,"29.9545,-101.4803",REP-013,TAB-003,store_front,passed,
PH-947-V-400-S-096,CONF-400-S-096-PEACH-003,V-400-S-096,S-096,C-2026-PEACH,photos/PH-947-V-400-S-096.jpg,2026-07-07T15:00:00-07:00,"43.6478,-117.9493",REP-001,TAB-004,posm_deployment,passed,
PH-948-V-400-S-096,CONF-400-S-096-PEACH-003,V-400-S-096,S-096,C-2026-PEACH,photos/PH-948-V-400-S-096.jpg,2026-07-07T09:15:00-07:00,"42.2568,-113.3796",REP-013,TAB-018,shelf_display,passed,
PH-949-V-400-S-096,CONF-400-S-096-PEACH-003,V-400-S-096,S-096,C-2026-PEACH,photos/PH-949-V-400-S-096.jpg,2026-07-07T09:00:00-07:00,"46.71,-117.9081",REP-004,TAB-003,store_front,passed,
PH-950-V-401-S-096,CONF-401-S-096-PEACH-004,V-401-S-096,S-096,C-2026-PEACH,photos/PH-950-V-401-S-096.jpg,2026-07-06T09:00:00-07:00,"43.1633,-83.686",REP-013,TAB-015,pricing,passed,
PH-951-V-401-S-096,CONF-401-S-096-PEACH-004,V-401-S-096,S-096,C-2026-PEACH,photos/PH-951-V-401-S-096.jpg,2026-07-06T08:00:00-07:00,"45.7229,-77.8456",REP-010,TAB-020,planogram,passed,
PH-952-V-401-S-096,CONF-401-S-096-PEACH-004,V-401-S-096,S-096,C-2026-PEACH,photos/PH-952-V-401-S-096.jpg,2026-07-06T14:15:00-07:00,"43.2041,-72.9932",REP-006,TAB-018,shelf_display,passed,
PH-953-V-401-S-096,CONF-401-S-096-PEACH-004,V-401-S-096,S-096,C-2026-PEACH,photos/PH-953-V-401-S-096.jpg,2026-07-06T12:15:00-07:00,"33.3444,-91.629",REP-011,TAB-017,pricing,passed,
PH-954-V-402-S-096,CONF-402-S-096-PEACH-005,V-402-S-096,S-096,C-2026-PEACH,photos/PH-954-V-402-S-096.jpg,2026-07-03T08:15:00-07:00,"26.447,-76.2829",REP-011,TAB-009,planogram,passed,
PH-955-V-402-S-096,CONF-402-S-096-PEACH-005,V-402-S-096,S-096,C-2026-PEACH,photos/PH-955-V-402-S-096.jpg,2026-07-03T08:15:00-07:00,"38.6865,-104.1927",REP-009,TAB-006,posm_deployment,passed,
PH-956-V-402-S-096,CONF-402-S-096-PEACH-005,V-402-S-096,S-096,C-2026-PEACH,photos/PH-956-V-402-S-096.jpg,2026-07-03T13:30:00-07:00,"40.2576,-80.3616",REP-002,TAB-011,pricing,passed,
PH-957-V-402-S-096,CONF-402-S-096-PEACH-005,V-402-S-096,S-096,C-2026-PEACH,photos/PH-957-V-402-S-096.jpg,2026-07-03T08:15:00-07:00,"39.2068,-71.4549",REP-010,TAB-005,planogram,passed,
PH-958-V-403-S-096,CONF-403-S-096-PEACH-006,V-403-S-096,S-096,C-2026-PEACH,photos/PH-958-V-403-S-096.jpg,2026-07-06T11:00:00-07:00,"30.6375,-101.26",REP-015,TAB-011,planogram,passed,
PH-959-V-403-S-096,CONF-403-S-096-PEACH-006,V-403-S-096,S-096,C-2026-PEACH,photos/PH-959-V-403-S-096.jpg,2026-07-06T18:15:00-07:00,"36.448,-113.7526",REP-005,TAB-001,shelf_display,passed,
PH-960-V-405-S-096,CONF-405-S-096-PEACH-008,V-405-S-096,S-096,C-2026-PEACH,photos/PH-960-V-405-S-096.jpg,2026-07-15T09:45:00-07:00,"39.6642,-119.2827",REP-015,TAB-014,pricing,passed,
PH-961-V-405-S-096,CONF-405-S-096-PEACH-008,V-405-S-096,S-096,C-2026-PEACH,photos/PH-961-V-405-S-096.jpg,2026-07-15T16:45:00-07:00,"36.9154,-111.6392",REP-001,TAB-016,shelf_display,passed,
PH-962-V-406-S-096,CONF-406-S-096-PEACH-009,V-406-S-096,S-096,C-2026-PEACH,photos/PH-962-V-406-S-096.jpg,2026-07-06T11:00:00-07:00,"45.6652,-89.393",REP-013,TAB-014,pricing,passed,
PH-963-V-407-S-096,CONF-407-S-096-PEACH-010,V-407-S-096,S-096,C-2026-PEACH,photos/PH-963-V-407-S-096.jpg,2026-07-03T17:45:00-07:00,"33.7019,-88.3616",REP-010,TAB-020,store_front,passed,
PH-964-V-407-S-096,CONF-407-S-096-PEACH-010,V-407-S-096,S-096,C-2026-PEACH,photos/PH-964-V-407-S-096.jpg,2026-07-03T15:00:00-07:00,"47.5571,-117.9218",REP-014,TAB-010,store_front,passed,
PH-965-V-407-S-096,CONF-407-S-096-PEACH-010,V-407-S-096,S-096,C-2026-PEACH,photos/PH-965-V-407-S-096.jpg,2026-07-03T13:30:00-07:00,"30.9117,-78.4773",REP-010,TAB-014,planogram,passed,
PH-966-V-407-S-096,CONF-407-S-096-PEACH-010,V-407-S-096,S-096,C-2026-PEACH,photos/PH-966-V-407-S-096.jpg,2026-07-03T18:45:00-07:00,"41.4902,-114.0981",REP-004,TAB-012,shelf_display,passed,
PH-967-V-408-S-096,CONF-408-S-096-PEACH-011,V-408-S-096,S-096,C-2026-PEACH,photos/PH-967-V-408-S-096.jpg,2026-07-06T10:45:00-07:00,"38.3863,-88.2194",REP-007,TAB-005,shelf_display,passed,
PH-968-V-408-S-096,CONF-408-S-096-PEACH-011,V-408-S-096,S-096,C-2026-PEACH,photos/PH-968-V-408-S-096.jpg,2026-07-06T13:30:00-07:00,"42.6527,-98.6875",REP-010,TAB-005,pricing,passed,
PH-969-V-408-S-096,CONF-408-S-096-PEACH-011,V-408-S-096,S-096,C-2026-PEACH,photos/PH-969-V-408-S-096.jpg,2026-07-06T12:45:00-07:00,"42.675,-81.4778",REP-010,TAB-011,planogram,passed,
PH-970-V-408-S-096,CONF-408-S-096-PEACH-011,V-408-S-096,S-096,C-2026-PEACH,photos/PH-970-V-408-S-096.jpg,2026-07-06T08:15:00-07:00,"29.3494,-83.523",REP-004,TAB-010,shelf_display,passed,
PH-971-V-409-S-096,CONF-409-S-096-PEACH-012,V-409-S-096,S-096,C-2026-PEACH,photos/PH-971-V-409-S-096.jpg,2026-07-05T13:15:00-07:00,"45.5272,-91.8272",REP-006,TAB-007,shelf_display,passed,
PH-972-V-409-S-096,CONF-409-S-096-PEACH-012,V-409-S-096,S-096,C-2026-PEACH,photos/PH-972-V-409-S-096.jpg,2026-07-05T11:15:00-07:00,"32.0301,-72.1791",REP-012,TAB-013,pricing,passed,
PH-973-V-409-S-096,CONF-409-S-096-PEACH-012,V-409-S-096,S-096,C-2026-PEACH,photos/PH-973-V-409-S-096.jpg,2026-07-05T16:45:00-07:00,"28.724,-113.3747",REP-012,TAB-016,planogram,passed,
PH-974-V-410-S-061,CONF-410-S-061-PEACH-001,V-410-S-061,S-061,C-2026-PEACH,photos/PH-974-V-410-S-061.jpg,2026-07-04T17:00:00-05:00,"47.3835,-71.1113",REP-004,TAB-007,shelf_display,passed,
PH-975-V-410-S-061,CONF-410-S-061-PEACH-001,V-410-S-061,S-061,C-2026-PEACH,photos/PH-975-V-410-S-061.jpg,2026-07-04T17:00:00-05:00,"35.7347,-100.164",REP-012,TAB-015,pricing,passed,
PH-976-V-411-S-061,CONF-411-S-061-PEACH-002,V-411-S-061,S-061,C-2026-PEACH,photos/PH-976-V-411-S-061.jpg,2026-07-04T09:30:00-05:00,"45.1629,-114.24",REP-004,TAB-013,shelf_display,passed,
PH-977-V-412-S-061,CONF-412-S-061-PEACH-003,V-412-S-061,S-061,C-2026-PEACH,photos/PH-977-V-412-S-061.jpg,2026-07-06T09:30:00-05:00,"31.2865,-92.5593",REP-015,TAB-013,planogram,passed,
PH-978-V-412-S-061,CONF-412-S-061-PEACH-003,V-412-S-061,S-061,C-2026-PEACH,photos/PH-978-V-412-S-061.jpg,2026-07-06T15:30:00-05:00,"33.6566,-75.082",REP-001,TAB-012,pricing,failed,no GPS coordinates captured
PH-979-V-412-S-061,CONF-412-S-061-PEACH-003,V-412-S-061,S-061,C-2026-PEACH,photos/PH-979-V-412-S-061.jpg,2026-07-06T10:00:00-05:00,"38.9266,-80.7217",REP-012,TAB-003,posm_deployment,passed,
PH-980-V-413-S-061,CONF-413-S-061-PEACH-004,V-413-S-061,S-061,C-2026-PEACH,photos/PH-980-V-413-S-061.jpg,2026-07-05T12:15:00-05:00,"39.8226,-77.2521",REP-001,TAB-002,shelf_display,passed,
PH-981-V-414-S-061,CONF-414-S-061-PEACH-006,V-414-S-061,S-061,C-2026-PEACH,photos/PH-981-V-414-S-061.jpg,2026-07-01T14:30:00-05:00,"25.3252,-101.2465",REP-005,TAB-015,pricing,passed,
PH-982-V-414-S-061,CONF-414-S-061-PEACH-006,V-414-S-061,S-061,C-2026-PEACH,photos/PH-982-V-414-S-061.jpg,2026-07-01T16:15:00-05:00,"37.733,-78.2893",REP-013,TAB-007,shelf_display,passed,
PH-983-V-415-S-061,CONF-415-S-061-PEACH-007,V-415-S-061,S-061,C-2026-PEACH,photos/PH-983-V-415-S-061.jpg,2026-07-08T09:30:00-05:00,"30.2055,-87.9328",REP-008,TAB-003,posm_deployment,passed,
PH-984-V-415-S-061,CONF-415-S-061-PEACH-007,V-415-S-061,S-061,C-2026-PEACH,photos/PH-984-V-415-S-061.jpg,2026-07-08T15:00:00-05:00,"30.2597,-90.1637",REP-009,TAB-004,planogram,passed,
PH-985-V-415-S-061,CONF-415-S-061-PEACH-007,V-415-S-061,S-061,C-2026-PEACH,photos/PH-985-V-415-S-061.jpg,2026-07-08T12:15:00-05:00,"47.1901,-98.4063",REP-008,TAB-001,pricing,passed,
PH-986-V-415-S-061,CONF-415-S-061-PEACH-007,V-415-S-061,S-061,C-2026-PEACH,photos/PH-986-V-415-S-061.jpg,2026-07-08T09:30:00-05:00,"43.4184,-83.4732",REP-007,TAB-017,shelf_display,passed,
PH-987-V-416-S-061,CONF-416-S-061-PEACH-008,V-416-S-061,S-061,C-2026-PEACH,photos/PH-987-V-416-S-061.jpg,2026-07-07T16:30:00-05:00,"31.9107,-83.7893",REP-010,TAB-002,planogram,passed,
PH-988-V-417-S-061,CONF-417-S-061-PEACH-009,V-417-S-061,S-061,C-2026-PEACH,photos/PH-988-V-417-S-061.jpg,2026-07-05T15:30:00-05:00,"37.8259,-90.8021",REP-005,TAB-017,store_front,passed,
PH-989-V-417-S-061,CONF-417-S-061-PEACH-009,V-417-S-061,S-061,C-2026-PEACH,photos/PH-989-V-417-S-061.jpg,2026-07-05T13:45:00-05:00,"43.9427,-87.4155",REP-006,TAB-006,planogram,passed,
PH-990-V-417-S-061,CONF-417-S-061-PEACH-009,V-417-S-061,S-061,C-2026-PEACH,photos/PH-990-V-417-S-061.jpg,2026-07-05T18:30:00-05:00,"40.9145,-118.681",REP-005,TAB-004,posm_deployment,passed,
PH-991-V-417-S-061,CONF-417-S-061-PEACH-009,V-417-S-061,S-061,C-2026-PEACH,photos/PH-991-V-417-S-061.jpg,2026-07-05T09:00:00-05:00,"39.6321,-89.4456",REP-016,TAB-015,store_front,failed,out of geofence
PH-992-V-418-S-061,CONF-418-S-061-PEACH-010,V-418-S-061,S-061,C-2026-PEACH,photos/PH-992-V-418-S-061.jpg,2026-07-01T08:30:00-05:00,"38.015,-78.1891",REP-015,TAB-020,store_front,passed,
PH-993-V-418-S-061,CONF-418-S-061-PEACH-010,V-418-S-061,S-061,C-2026-PEACH,photos/PH-993-V-418-S-061.jpg,2026-07-01T14:15:00-05:00,"46.4708,-71.1765",REP-007,TAB-008,store_front,passed,
PH-994-V-418-S-061,CONF-418-S-061-PEACH-010,V-418-S-061,S-061,C-2026-PEACH,photos/PH-994-V-418-S-061.jpg,2026-07-01T08:00:00-05:00,"30.5485,-73.5271",REP-005,TAB-012,planogram,passed,
PH-995-V-419-S-061,CONF-419-S-061-PEACH-011,V-419-S-061,S-061,C-2026-PEACH,photos/PH-995-V-419-S-061.jpg,2026-07-03T14:15:00-05:00,"29.2159,-88.0201",REP-015,TAB-016,shelf_display,passed,
PH-996-V-419-S-061,CONF-419-S-061-PEACH-011,V-419-S-061,S-061,C-2026-PEACH,photos/PH-996-V-419-S-061.jpg,2026-07-03T13:45:00-05:00,"43.7942,-112.0941",REP-002,TAB-004,shelf_display,passed,
PH-997-V-419-S-061,CONF-419-S-061-PEACH-011,V-419-S-061,S-061,C-2026-PEACH,photos/PH-997-V-419-S-061.jpg,2026-07-03T15:30:00-05:00,"41.9761,-114.1514",REP-004,TAB-016,shelf_display,passed,
PH-998-V-420-S-061,CONF-420-S-061-PEACH-012,V-420-S-061,S-061,C-2026-PEACH,photos/PH-998-V-420-S-061.jpg,2026-07-11T17:15:00-05:00,"34.4589,-75.4193",REP-004,TAB-011,posm_deployment,passed,
PH-999-V-420-S-061,CONF-420-S-061-PEACH-012,V-420-S-061,S-061,C-2026-PEACH,photos/PH-999-V-420-S-061.jpg,2026-07-11T16:45:00-05:00,"38.3203,-104.4267",REP-016,TAB-003,pricing,passed,
PH-1000-V-420-S-061,CONF-420-S-061-PEACH-012,V-420-S-061,S-061,C-2026-PEACH,photos/PH-1000-V-420-S-061.jpg,2026-07-11T17:15:00-05:00,"30.3125,-72.4539",REP-012,TAB-017,store_front,passed,
PH-1001-V-421-S-068,CONF-421-S-068-PEACH-001,V-421-S-068,S-068,C-2026-PEACH,photos/PH-1001-V-421-S-068.jpg,2026-07-05T10:30:00-07:00,"43.0196,-106.0697",REP-014,TAB-006,pricing,passed,
PH-1002-V-422-S-068,CONF-422-S-068-PEACH-002,V-422-S-068,S-068,C-2026-PEACH,photos/PH-1002-V-422-S-068.jpg,2026-07-05T09:45:00-07:00,"29.5795,-81.0628",REP-003,TAB-005,posm_deployment,passed,
PH-1003-V-422-S-068,CONF-422-S-068-PEACH-002,V-422-S-068,S-068,C-2026-PEACH,photos/PH-1003-V-422-S-068.jpg,2026-07-05T14:45:00-07:00,"39.1769,-73.3332",REP-010,TAB-005,pricing,passed,
PH-1004-V-422-S-068,CONF-422-S-068-PEACH-002,V-422-S-068,S-068,C-2026-PEACH,photos/PH-1004-V-422-S-068.jpg,2026-07-05T18:45:00-07:00,"27.3667,-108.8884",REP-005,TAB-002,store_front,passed,
PH-1005-V-422-S-068,CONF-422-S-068-PEACH-002,V-422-S-068,S-068,C-2026-PEACH,photos/PH-1005-V-422-S-068.jpg,2026-07-05T08:45:00-07:00,"46.7109,-72.7577",REP-013,TAB-020,store_front,passed,
PH-1006-V-423-S-068,CONF-423-S-068-PEACH-003,V-423-S-068,S-068,C-2026-PEACH,photos/PH-1006-V-423-S-068.jpg,2026-07-02T14:30:00-07:00,"37.57,-71.7096",REP-009,TAB-010,posm_deployment,passed,
PH-1007-V-423-S-068,CONF-423-S-068-PEACH-003,V-423-S-068,S-068,C-2026-PEACH,photos/PH-1007-V-423-S-068.jpg,2026-07-02T09:00:00-07:00,"43.897,-108.1713",REP-003,TAB-011,pricing,passed,
PH-1008-V-424-S-068,CONF-424-S-068-PEACH-004,V-424-S-068,S-068,C-2026-PEACH,photos/PH-1008-V-424-S-068.jpg,2026-07-07T10:00:00-07:00,"25.6552,-100.658",REP-002,TAB-013,posm_deployment,passed,
PH-1009-V-424-S-068,CONF-424-S-068-PEACH-004,V-424-S-068,S-068,C-2026-PEACH,photos/PH-1009-V-424-S-068.jpg,2026-07-07T10:15:00-07:00,"42.2545,-99.5589",REP-012,TAB-004,store_front,passed,
PH-1010-V-424-S-068,CONF-424-S-068-PEACH-004,V-424-S-068,S-068,C-2026-PEACH,photos/PH-1010-V-424-S-068.jpg,2026-07-07T09:45:00-07:00,"28.9496,-90.2653",REP-012,TAB-013,posm_deployment,passed,
PH-1011-V-425-S-068,CONF-425-S-068-PEACH-005,V-425-S-068,S-068,C-2026-PEACH,photos/PH-1011-V-425-S-068.jpg,2026-07-03T17:45:00-07:00,"41.8976,-107.9774",REP-003,TAB-010,store_front,passed,
PH-1012-V-426-S-068,CONF-426-S-068-PEACH-006,V-426-S-068,S-068,C-2026-PEACH,photos/PH-1012-V-426-S-068.jpg,2026-07-07T08:00:00-07:00,"32.0822,-76.5123",REP-015,TAB-010,planogram,passed,
PH-1013-V-426-S-068,CONF-426-S-068-PEACH-006,V-426-S-068,S-068,C-2026-PEACH,photos/PH-1013-V-426-S-068.jpg,2026-07-07T15:45:00-07:00,"42.556,-71.6552",REP-010,TAB-004,planogram,passed,
PH-1014-V-426-S-068,CONF-426-S-068-PEACH-006,V-426-S-068,S-068,C-2026-PEACH,photos/PH-1014-V-426-S-068.jpg,2026-07-07T13:00:00-07:00,"43.9021,-82.5863",REP-007,TAB-004,pricing,passed,
PH-1015-V-427-S-068,CONF-427-S-068-PEACH-007,V-427-S-068,S-068,C-2026-PEACH,photos/PH-1015-V-427-S-068.jpg,2026-07-02T11:45:00-07:00,"30.0989,-80.7369",REP-007,TAB-002,planogram,passed,
PH-1016-V-427-S-068,CONF-427-S-068-PEACH-007,V-427-S-068,S-068,C-2026-PEACH,photos/PH-1016-V-427-S-068.jpg,2026-07-02T14:45:00-07:00,"33.1233,-85.6249",REP-002,TAB-015,posm_deployment,passed,
PH-1017-V-428-S-068,CONF-428-S-068-PEACH-008,V-428-S-068,S-068,C-2026-PEACH,photos/PH-1017-V-428-S-068.jpg,2026-07-02T14:30:00-07:00,"34.8367,-117.7695",REP-001,TAB-017,planogram,failed,image quality too low
PH-1018-V-428-S-068,CONF-428-S-068-PEACH-008,V-428-S-068,S-068,C-2026-PEACH,photos/PH-1018-V-428-S-068.jpg,2026-07-02T14:45:00-07:00,"34.8104,-72.5714",REP-012,TAB-012,shelf_display,passed,
PH-1019-V-428-S-068,CONF-428-S-068-PEACH-008,V-428-S-068,S-068,C-2026-PEACH,photos/PH-1019-V-428-S-068.jpg,2026-07-02T12:00:00-07:00,"42.5546,-107.268",REP-009,TAB-003,shelf_display,passed,
PH-1020-V-429-S-068,CONF-429-S-068-PEACH-009,V-429-S-068,S-068,C-2026-PEACH,photos/PH-1020-V-429-S-068.jpg,2026-07-07T14:30:00-07:00,"44.2702,-110.2253",REP-007,TAB-011,store_front,passed,
