allocation_id,campaign_id,sku,store_id,planned_quantity,planned_receipt_date,allocation_phase,allocation_method,holdback_pct,planner_owner
A-228-S-007-PEACH-012,C-2026-PEACH,PEACH-012,S-007,100,2026-06-29,initial,door_index,0.13,David Park
A-229-S-051-PEACH-001,C-2026-PEACH,PEACH-001,S-051,220,2026-06-26,initial,manual_override,0.09,David Park
A-230-S-051-PEACH-002,C-2026-PEACH,PEACH-002,S-051,93,2026-06-26,initial,fair_share,0.11,David Park
A-231-S-051-PEACH-003,C-2026-PEACH,PEACH-003,S-051,90,2026-06-28,initial,size_curve,0.07,David Park
A-232-S-051-PEACH-004,C-2026-PEACH,PEACH-004,S-051,58,2026-06-28,initial,manual_override,0.1,David Park
A-233-S-051-PEACH-005,C-2026-PEACH,PEACH-005,S-051,47,2026-06-29,initial,size_curve,0.1,David Park
A-234-S-051-PEACH-006,C-2026-PEACH,PEACH-006,S-051,88,2026-06-29,initial,manual_override,0.1,David Park
A-235-S-051-PEACH-007,C-2026-PEACH,PEACH-007,S-051,67,2026-06-29,initial,door_index,0.08,David Park
A-236-S-051-PEACH-008,C-2026-PEACH,PEACH-008,S-051,42,2026-06-26,initial,fair_share,0.09,David Park
A-237-S-051-PEACH-009,C-2026-PEACH,PEACH-009,S-051,47,2026-06-28,initial,size_curve,0.14,David Park
A-238-S-051-PEACH-010,C-2026-PEACH,PEACH-010,S-051,79,2026-06-26,initial,door_index,0.13,David Park
A-239-S-051-PEACH-011,C-2026-PEACH,PEACH-011,S-051,92,2026-06-28,replenishment,size_curve,0.1,David Park
A-240-S-051-PEACH-012,C-2026-PEACH,PEACH-012,S-051,78,2026-06-28,initial,size_curve,0.08,David Park
A-241-S-065-PEACH-001,C-2026-PEACH,PEACH-001,S-065,200,2026-06-29,initial,manual_override,0.14,David Park
A-242-S-065-PEACH-002,C-2026-PEACH,PEACH-002,S-065,32,2026-06-28,initial,door_index,0.07,David Park
A-243-S-065-PEACH-003,C-2026-PEACH,PEACH-003,S-065,60,2026-06-27,replenishment,manual_override,0.1,David Park
A-244-S-065-PEACH-004,C-2026-PEACH,PEACH-004,S-065,51,2026-06-27,initial,manual_override,0.1,David Park
A-245-S-065-PEACH-005,C-2026-PEACH,PEACH-005,S-065,55,2026-06-29,initial,size_curve,0.12,David Park
A-246-S-065-PEACH-006,C-2026-PEACH,PEACH-006,S-065,38,2026-06-26,chase,size_curve,0.11,David Park
A-247-S-065-PEACH-007,C-2026-PEACH,PEACH-007,S-065,20,2026-06-26,initial,size_curve,0.14,David Park
A-248-S-065-PEACH-008,C-2026-PEACH,PEACH-008,S-065,49,2026-06-26,initial,manual_override,0.13,David Park
A-249-S-065-PEACH-009,C-2026-PEACH,PEACH-009,S-065,46,2026-06-27,initial,size_curve,0.08,David Park
A-250-S-065-PEACH-010,C-2026-PEACH,PEACH-010,S-065,51,2026-06-28,initial,manual_override,0.13,David Park
A-251-S-065-PEACH-011,C-2026-PEACH,PEACH-011,S-065,58,2026-06-29,initial,manual_override,0.05,David Park
A-252-S-065-PEACH-012,C-2026-PEACH,PEACH-012,S-065,25,2026-06-26,initial,manual_override,0.07,David Park
A-253-S-048-PEACH-001,C-2026-PEACH,PEACH-001,S-048,220,2026-06-28,replenishment,size_curve,0.07,David Park
A-254-S-048-PEACH-002,C-2026-PEACH,PEACH-002,S-048,99,2026-06-27,initial,size_curve,0.08,David Park
A-255-S-048-PEACH-003,C-2026-PEACH,PEACH-003,S-048,63,2026-06-28,initial,size_curve,0.12,David Park
A-256-S-048-PEACH-004,C-2026-PEACH,PEACH-004,S-048,88,2026-06-28,initial,fair_share,0.12,David Park
A-257-S-048-PEACH-005,C-2026-PEACH,PEACH-005,S-048,40,2026-06-28,initial,door_index,0.11,David Park
A-258-S-048-PEACH-006,C-2026-PEACH,PEACH-006,S-048,73,2026-06-26,initial,size_curve,0.13,David Park
A-259-S-048-PEACH-007,C-2026-PEACH,PEACH-007,S-048,95,2026-06-26,initial,manual_override,0.06,David Park
A-260-S-048-PEACH-008,C-2026-PEACH,PEACH-008,S-048,64,2026-06-29,initial,fair_share,0.06,David Park
A-261-S-048-PEACH-009,C-2026-PEACH,PEACH-009,S-048,63,2026-06-27,initial,door_index,0.11,David Park
A-262-S-048-PEACH-010,C-2026-PEACH,PEACH-010,S-048,83,2026-06-28,initial,fair_share,0.11,David Park
A-263-S-048-PEACH-011,C-2026-PEACH,PEACH-011,S-048,50,2026-06-26,initial,door_index,0.11,David Park
A-264-S-048-PEACH-012,C-2026-PEACH,PEACH-012,S-048,49,2026-06-26,initial,manual_override,0.14,David Park
A-265-S-031-PEACH-001,C-2026-PEACH,PEACH-001,S-031,180,2026-06-29,initial,fair_share,0.11,David Park
A-266-S-031-PEACH-002,C-2026-PEACH,PEACH-002,S-031,64,2026-06-27,chase,size_curve,0.13,David Park
A-267-S-031-PEACH-003,C-2026-PEACH,PEACH-003,S-031,55,2026-06-27,initial,door_index,0.11,David Park
A-268-S-031-PEACH-004,C-2026-PEACH,PEACH-004,S-031,78,2026-06-27,initial,fair_share,0.13,David Park
A-269-S-031-PEACH-005,C-2026-PEACH,PEACH-005,S-031,82,2026-06-27,initial,door_index,0.12,David Park
A-270-S-031-PEACH-006,C-2026-PEACH,PEACH-006,S-031,58,2026-06-29,initial,door_index,0.1,David Park
A-271-S-031-PEACH-007,C-2026-PEACH,PEACH-007,S-031,47,2026-06-28,initial,fair_share,0.1,David Park
A-272-S-031-PEACH-008,C-2026-PEACH,PEACH-008,S-031,40,2026-06-27,chase,door_index,0.09,David Park
A-273-S-031-PEACH-009,C-2026-PEACH,PEACH-009,S-031,93,2026-06-26,initial,door_index,0.13,David Park
A-274-S-031-PEACH-010,C-2026-PEACH,PEACH-010,S-031,89,2026-06-29,initial,fair_share,0.05,David Park
A-275-S-031-PEACH-011,C-2026-PEACH,PEACH-011,S-031,53,2026-06-29,chase,manual_override,0.1,David Park
A-276-S-031-PEACH-012,C-2026-PEACH,PEACH-012,S-031,80,2026-06-26,initial,manual_override,0.06,David Park
A-277-S-050-PEACH-001,C-2026-PEACH,PEACH-001,S-050,220,2026-06-28,initial,size_curve,0.06,David Park
A-278-S-050-PEACH-002,C-2026-PEACH,PEACH-002,S-050,98,2026-06-28,transfer,door_index,0.1,David Park
A-279-S-050-PEACH-003,C-2026-PEACH,PEACH-003,S-050,65,2026-06-29,initial,manual_override,0.12,David Park
A-280-S-050-PEACH-004,C-2026-PEACH,PEACH-004,S-050,94,2026-06-28,initial,fair_share,0.14,David Park
A-281-S-050-PEACH-005,C-2026-PEACH,PEACH-005,S-050,47,2026-06-26,initial,fair_share,0.08,David Park
A-282-S-050-PEACH-006,C-2026-PEACH,PEACH-006,S-050,87,2026-06-28,initial,door_index,0.12,David Park
A-283-S-050-PEACH-007,C-2026-PEACH,PEACH-007,S-050,50,2026-06-26,chase,size_curve,0.07,David Park
A-284-S-050-PEACH-008,C-2026-PEACH,PEACH-008,S-050,48,2026-06-27,initial,fair_share,0.13,David Park
A-285-S-050-PEACH-009,C-2026-PEACH,PEACH-009,S-050,41,2026-06-27,replenishment,size_curve,0.1,David Park
A-286-S-050-PEACH-010,C-2026-PEACH,PEACH-010,S-050,56,2026-06-29,initial,size_curve,0.06,David Park
A-287-S-050-PEACH-011,C-2026-PEACH,PEACH-011,S-050,94,2026-06-28,initial,size_curve,0.13,David Park
A-288-S-050-PEACH-012,C-2026-PEACH,PEACH-012,S-050,97,2026-06-29,initial,fair_share,0.05,David Park
A-289-S-095-PEACH-001,C-2026-PEACH,PEACH-001,S-095,180,2026-06-28,initial,size_curve,0.09,David Park
A-290-S-095-PEACH-002,C-2026-PEACH,PEACH-002,S-095,49,2026-06-28,chase,fair_share,0.11,David Park
A-291-S-095-PEACH-003,C-2026-PEACH,PEACH-003,S-095,98,2026-06-26,initial,door_index,0.09,David Park
A-292-S-095-PEACH-004,C-2026-PEACH,PEACH-004,S-095,86,2026-06-27,initial,fair_share,0.11,David Park
A-293-S-095-PEACH-005,C-2026-PEACH,PEACH-005,S-095,47,2026-06-29,initial,fair_share,0.15,David Park
A-294-S-095-PEACH-006,C-2026-PEACH,PEACH-006,S-095,44,2026-06-26,replenishment,size_curve,0.08,David Park
A-295-S-095-PEACH-007,C-2026-PEACH,PEACH-007,S-095,75,2026-06-26,initial,door_index,0.08,David Park
A-296-S-095-PEACH-008,C-2026-PEACH,PEACH-008,S-095,90,2026-06-27,initial,door_index,0.1,David Park
A-297-S-095-PEACH-009,C-2026-PEACH,PEACH-009,S-095,77,2026-06-26,transfer,door_index,0.12,David Park
A-298-S-095-PEACH-010,C-2026-PEACH,PEACH-010,S-095,74,2026-06-28,initial,manual_override,0.05,David Park
A-299-S-095-PEACH-011,C-2026-PEACH,PEACH-011,S-095,74,2026-06-27,initial,fair_share,0.15,David Park
A-300-S-095-PEACH-012,C-2026-PEACH,PEACH-012,S-095,40,2026-06-26,replenishment,size_curve,0.06,David Park
A-301-S-079-PEACH-001,C-2026-PEACH,PEACH-001,S-079,220,2026-06-28,initial,fair_share,0.15,David Park
A-302-S-079-PEACH-002,C-2026-PEACH,PEACH-002,S-079,49,2026-06-27,initial,door_index,0.14,David Park
A-303-S-079-PEACH-003,C-2026-PEACH,PEACH-003,S-079,73,2026-06-26,initial,size_curve,0.1,David Park
A-304-S-079-PEACH-004,C-2026-PEACH,PEACH-004,S-079,87,2026-06-29,initial,door_index,0.11,David Park
A-305-S-079-PEACH-005,C-2026-PEACH,PEACH-005,S-079,65,2026-06-29,initial,fair_share,0.09,David Park
A-306-S-079-PEACH-006,C-2026-PEACH,PEACH-006,S-079,48,2026-06-28,initial,size_curve,0.14,David Park
A-307-S-079-PEACH-007,C-2026-PEACH,PEACH-007,S-079,65,2026-06-27,initial,size_curve,0.07,David Park
A-308-S-079-PEACH-008,C-2026-PEACH,PEACH-008,S-079,100,2026-06-28,initial,fair_share,0.07,David Park
A-309-S-079-PEACH-009,C-2026-PEACH,PEACH-009,S-079,50,2026-06-26,initial,manual_override,0.06,David Park
A-310-S-079-PEACH-010,C-2026-PEACH,PEACH-010,S-079,62,2026-06-28,initial,manual_override,0.08,David Park
A-311-S-079-PEACH-011,C-2026-PEACH,PEACH-011,S-079,47,2026-06-29,initial,size_curve,0.13,David Park
A-312-S-079-PEACH-012,C-2026-PEACH,PEACH-012,S-079,84,2026-06-29,initial,size_curve,0.06,David Park
A-313-S-087-PEACH-001,C-2026-PEACH,PEACH-001,S-087,220,2026-06-28,chase,manual_override,0.1,David Park
A-314-S-087-PEACH-002,C-2026-PEACH,PEACH-002,S-087,83,2026-06-27,initial,door_index,0.05,David Park
A-315-S-087-PEACH-003,C-2026-PEACH,PEACH-003,S-087,65,2026-06-26,initial,door_index,0.06,David Park
A-316-S-087-PEACH-004,C-2026-PEACH,PEACH-004,S-087,46,2026-06-28,initial,fair_share,0.13,David Park
A-317-S-087-PEACH-005,C-2026-PEACH,PEACH-005,S-087,54,2026-06-28,initial,manual_override,0.09,David Park
A-318-S-087-PEACH-006,C-2026-PEACH,PEACH-006,S-087,80,2026-06-29,initial,size_curve,0.14,David Park
A-319-S-087-PEACH-007,C-2026-PEACH,PEACH-007,S-087,44,2026-06-29,transfer,door_index,0.14,David Park
A-320-S-087-PEACH-008,C-2026-PEACH,PEACH-008,S-087,68,2026-06-28,initial,size_curve,0.06,David Park
A-321-S-087-PEACH-009,C-2026-PEACH,PEACH-009,S-087,100,2026-06-26,initial,manual_override,0.13,David Park
A-322-S-087-PEACH-010,C-2026-PEACH,PEACH-010,S-087,65,2026-06-26,initial,manual_override,0.07,David Park
A-323-S-087-PEACH-011,C-2026-PEACH,PEACH-011,S-087,53,2026-06-28,initial,manual_override,0.14,David Park
A-324-S-087-PEACH-012,C-2026-PEACH,PEACH-012,S-087,42,2026-06-28,initial,manual_override,0.09,David Park
A-325-S-084-PEACH-001,C-2026-PEACH,PEACH-001,S-084,220,2026-06-26,initial,size_curve,0.09,David Park
A-326-S-084-PEACH-002,C-2026-PEACH,PEACH-002,S-084,66,2026-06-28,initial,door_index,0.11,David Park
A-327-S-084-PEACH-003,C-2026-PEACH,PEACH-003,S-084,91,2026-06-29,transfer,size_curve,0.1,David Park
A-328-S-084-PEACH-004,C-2026-PEACH,PEACH-004,S-084,90,2026-06-26,initial,size_curve,0.09,David Park
A-329-S-084-PEACH-005,C-2026-PEACH,PEACH-005,S-084,51,2026-06-29,initial,door_index,0.05,David Park
A-330-S-084-PEACH-006,C-2026-PEACH,PEACH-006,S-084,91,2026-06-27,initial,manual_override,0.1,David Park
A-331-S-084-PEACH-007,C-2026-PEACH,PEACH-007,S-084,89,2026-06-28,transfer,fair_share,0.07,David Park
A-332-S-084-PEACH-008,C-2026-PEACH,PEACH-008,S-084,55,2026-06-27,initial,fair_share,0.13,David Park
A-333-S-084-PEACH-009,C-2026-PEACH,PEACH-009,S-084,100,2026-06-28,initial,manual_override,0.09,David Park
A-334-S-084-PEACH-010,C-2026-PEACH,PEACH-010,S-084,93,2026-06-28,initial,size_curve,0.13,David Park
A-335-S-084-PEACH-011,C-2026-PEACH,PEACH-011,S-084,84,2026-06-27,replenishment,fair_share,0.12,David Park
A-336-S-084-PEACH-012,C-2026-PEACH,PEACH-012,S-084,62,2026-06-28,initial,door_index,0.13,David Park
A-337-S-041-PEACH-001,C-2026-PEACH,PEACH-001,S-041,200,2026-06-27,initial,fair_share,0.06,David Park
A-338-S-041-PEACH-002,C-2026-PEACH,PEACH-002,S-041,54,2026-06-28,initial,manual_override,0.05,David Park
A-339-S-041-PEACH-003,C-2026-PEACH,PEACH-003,S-041,98,2026-06-28,replenishment,size_curve,0.12,David Park
A-340-S-041-PEACH-004,C-2026-PEACH,PEACH-004,S-041,98,2026-06-27,initial,door_index,0.11,David Park
A-341-S-041-PEACH-005,C-2026-PEACH,PEACH-005,S-041,98,2026-06-28,initial,size_curve,0.15,David Park
A-342-S-041-PEACH-006,C-2026-PEACH,PEACH-006,S-041,63,2026-06-26,initial,size_curve,0.08,David Park
A-343-S-041-PEACH-007,C-2026-PEACH,PEACH-007,S-041,48,2026-06-28,initial,manual_override,0.13,David Park
A-344-S-041-PEACH-008,C-2026-PEACH,PEACH-008,S-041,71,2026-06-27,initial,size_curve,0.07,David Park
A-345-S-041-PEACH-009,C-2026-PEACH,PEACH-009,S-041,77,2026-06-28,initial,size_curve,0.06,David Park
A-346-S-041-PEACH-010,C-2026-PEACH,PEACH-010,S-041,86,2026-06-29,chase,manual_override,0.14,David Park
A-347-S-041-PEACH-011,C-2026-PEACH,PEACH-011,S-041,89,2026-06-29,initial,size_curve,0.14,David Park
A-348-S-041-PEACH-012,C-2026-PEACH,PEACH-012,S-041,79,2026-06-28,initial,fair_share,0.14,David Park
A-349-S-013-PEACH-001,C-2026-PEACH,PEACH-001,S-013,180,2026-06-27,initial,door_index,0.08,David Park
A-350-S-013-PEACH-002,C-2026-PEACH,PEACH-002,S-013,60,2026-06-28,initial,fair_share,0.13,David Park
A-351-S-013-PEACH-003,C-2026-PEACH,PEACH-003,S-013,82,2026-06-27,initial,size_curve,0.07,David Park
A-352-S-013-PEACH-004,C-2026-PEACH,PEACH-004,S-013,84,2026-06-29,initial,fair_share,0.12,David Park
A-353-S-013-PEACH-005,C-2026-PEACH,PEACH-005,S-013,43,2026-06-26,initial,manual_override,0.15,David Park
A-354-S-013-PEACH-006,C-2026-PEACH,PEACH-006,S-013,96,2026-06-26,initial,manual_override,0.09,David Park
A-355-S-013-PEACH-007,C-2026-PEACH,PEACH-007,S-013,64,2026-06-29,replenishment,door_index,0.07,David Park
A-356-S-013-PEACH-008,C-2026-PEACH,PEACH-008,S-013,44,2026-06-29,initial,size_curve,0.08,David Park
A-357-S-013-PEACH-009,C-2026-PEACH,PEACH-009,S-013,46,2026-06-29,initial,manual_override,0.07,David Park
A-358-S-013-PEACH-010,C-2026-PEACH,PEACH-010,S-013,44,2026-06-29,initial,manual_override,0.12,David Park
A-359-S-013-PEACH-011,C-2026-PEACH,PEACH-011,S-013,67,2026-06-28,initial,manual_override,0.07,David Park
A-360-S-013-PEACH-012,C-2026-PEACH,PEACH-012,S-013,46,2026-06-27,initial,door_index,0.09,David Park
A-361-S-043-PEACH-001,C-2026-PEACH,PEACH-001,S-043,220,2026-06-27,initial,size_curve,0.07,David Park
A-362-S-043-PEACH-002,C-2026-PEACH,PEACH-002,S-043,43,2026-06-26,initial,manual_override,0.07,David Park
A-363-S-043-PEACH-003,C-2026-PEACH,PEACH-003,S-043,63,2026-06-29,initial,size_curve,0.13,David Park
A-364-S-043-PEACH-004,C-2026-PEACH,PEACH-004,S-043,80,2026-06-26,initial,fair_share,0.07,David Park
A-365-S-043-PEACH-005,C-2026-PEACH,PEACH-005,S-043,80,2026-06-27,transfer,manual_override,0.13,David Park
A-366-S-043-PEACH-006,C-2026-PEACH,PEACH-006,S-043,59,2026-06-26,initial,size_curve,0.06,David Park
A-367-S-043-PEACH-007,C-2026-PEACH,PEACH-007,S-043,74,2026-06-26,initial,manual_override,0.09,David Park
A-368-S-043-PEACH-008,C-2026-PEACH,PEACH-008,S-043,68,2026-06-29,initial,manual_override,0.08,David Park
A-369-S-043-PEACH-009,C-2026-PEACH,PEACH-009,S-043,93,2026-06-27,initial,door_index,0.13,David Park
A-370-S-043-PEACH-010,C-2026-PEACH,PEACH-010,S-043,82,2026-06-29,initial,size_curve,0.13,David Park
A-371-S-043-PEACH-011,C-2026-PEACH,PEACH-011,S-043,66,2026-06-28,initial,manual_override,0.13,David Park
A-372-S-043-PEACH-012,C-2026-PEACH,PEACH-012,S-043,66,2026-06-26,initial,door_index,0.1,David Park
A-373-S-090-PEACH-001,C-2026-PEACH,PEACH-001,S-090,180,2026-06-26,replenishment,fair_share,0.1,David Park
A-374-S-090-PEACH-002,C-2026-PEACH,PEACH-002,S-090,97,2026-06-28,initial,manual_override,0.07,David Park
A-375-S-090-PEACH-003,C-2026-PEACH,PEACH-003,S-090,50,2026-06-28,replenishment,door_index,0.05,David Park
A-376-S-090-PEACH-004,C-2026-PEACH,PEACH-004,S-090,45,2026-06-26,initial,door_index,0.13,David Park
A-377-S-090-PEACH-005,C-2026-PEACH,PEACH-005,S-090,56,2026-06-27,replenishment,fair_share,0.06,David Park
A-378-S-090-PEACH-006,C-2026-PEACH,PEACH-006,S-090,75,2026-06-26,initial,size_curve,0.1,David Park
A-379-S-090-PEACH-007,C-2026-PEACH,PEACH-007,S-090,98,2026-06-29,initial,manual_override,0.06,David Park
A-380-S-090-PEACH-008,C-2026-PEACH,PEACH-008,S-090,49,2026-06-28,initial,fair_share,0.14,David Park
A-381-S-090-PEACH-009,C-2026-PEACH,PEACH-009,S-090,76,2026-06-29,initial,size_curve,0.14,David Park
A-382-S-090-PEACH-010,C-2026-PEACH,PEACH-010,S-090,56,2026-06-26,initial,manual_override,0.05,David Park
A-383-S-090-PEACH-011,C-2026-PEACH,PEACH-011,S-090,57,2026-06-26,initial,manual_override,0.05,David Park
A-384-S-090-PEACH-012,C-2026-PEACH,PEACH-012,S-090,96,2026-06-27,initial,fair_share,0.12,David Park
A-385-S-018-PEACH-001,C-2026-PEACH,PEACH-001,S-018,200,2026-06-27,initial,size_curve,0.08,David Park
A-386-S-018-PEACH-002,C-2026-PEACH,PEACH-002,S-018,46,2026-06-29,transfer,door_index,0.06,David Park
A-387-S-018-PEACH-003,C-2026-PEACH,PEACH-003,S-018,43,2026-06-27,initial,manual_override,0.11,David Park
A-388-S-018-PEACH-004,C-2026-PEACH,PEACH-004,S-018,20,2026-06-28,initial,manual_override,0.12,David Park
A-389-S-018-PEACH-005,C-2026-PEACH,PEACH-005,S-018,48,2026-06-27,replenishment,door_index,0.06,David Park
A-390-S-018-PEACH-006,C-2026-PEACH,PEACH-006,S-018,60,2026-06-26,initial,fair_share,0.07,David Park
A-391-S-018-PEACH-007,C-2026-PEACH,PEACH-007,S-018,27,2026-06-29,initial,manual_override,0.06,David Park
A-392-S-018-PEACH-008,C-2026-PEACH,PEACH-008,S-018,38,2026-06-28,initial,manual_override,0.1,David Park
A-393-S-018-PEACH-009,C-2026-PEACH,PEACH-009,S-018,55,2026-06-29,initial,door_index,0.09,David Park
A-394-S-018-PEACH-010,C-2026-PEACH,PEACH-010,S-018,53,2026-06-26,initial,manual_override,0.11,David Park
A-395-S-018-PEACH-011,C-2026-PEACH,PEACH-011,S-018,37,2026-06-27,initial,size_curve,0.12,David Park
A-396-S-018-PEACH-012,C-2026-PEACH,PEACH-012,S-018,59,2026-06-29,initial,manual_override,0.05,David Park
A-397-S-005-PEACH-001,C-2026-PEACH,PEACH-001,S-005,220,2026-06-28,replenishment,door_index,0.12,David Park
A-398-S-005-PEACH-002,C-2026-PEACH,PEACH-002,S-005,57,2026-06-26,initial,fair_share,0.1,David Park
A-399-S-005-PEACH-003,C-2026-PEACH,PEACH-003,S-005,48,2026-06-28,initial,fair_share,0.07,David Park
A-400-S-005-PEACH-004,C-2026-PEACH,PEACH-004,S-005,78,2026-06-27,initial,size_curve,0.09,David Park
A-401-S-005-PEACH-005,C-2026-PEACH,PEACH-005,S-005,64,2026-06-27,initial,door_index,0.1,David Park
A-402-S-005-PEACH-006,C-2026-PEACH,PEACH-006,S-005,83,2026-06-26,initial,fair_share,0.1,David Park
A-403-S-005-PEACH-007,C-2026-PEACH,PEACH-007,S-005,82,2026-06-27,initial,size_curve,0.08,David Park
A-404-S-005-PEACH-008,C-2026-PEACH,PEACH-008,S-005,46,2026-06-26,initial,size_curve,0.11,David Park
A-405-S-005-PEACH-009,C-2026-PEACH,PEACH-009,S-005,95,2026-06-27,initial,size_curve,0.07,David Park
A-406-S-005-PEACH-010,C-2026-PEACH,PEACH-010,S-005,73,2026-06-28,replenishment,manual_override,0.12,David Park
A-407-S-005-PEACH-011,C-2026-PEACH,PEACH-011,S-005,83,2026-06-28,initial,manual_override,0.15,David Park
A-408-S-005-PEACH-012,C-2026-PEACH,PEACH-012,S-005,56,2026-06-26,initial,fair_share,0.11,David Park
A-409-S-096-PEACH-001,C-2026-PEACH,PEACH-001,S-096,220,2026-06-28,initial,door_index,0.12,David Park
A-410-S-096-PEACH-002,C-2026-PEACH,PEACH-002,S-096,80,2026-06-26,replenishment,size_curve,0.1,David Park
A-411-S-096-PEACH-003,C-2026-PEACH,PEACH-003,S-096,94,2026-06-28,replenishment,door_index,0.08,David Park
A-412-S-096-PEACH-004,C-2026-PEACH,PEACH-004,S-096,70,2026-06-28,initial,door_index,0.14,David Park
A-413-S-096-PEACH-005,C-2026-PEACH,PEACH-005,S-096,97,2026-06-27,initial,door_index,0.09,David Park
A-414-S-096-PEACH-006,C-2026-PEACH,PEACH-006,S-096,87,2026-06-27,initial,size_curve,0.09,David Park
A-415-S-096-PEACH-007,C-2026-PEACH,PEACH-007,S-096,77,2026-06-27,initial,fair_share,0.1,David Park
A-416-S-096-PEACH-008,C-2026-PEACH,PEACH-008,S-096,95,2026-06-29,initial,door_index,0.1,David Park
A-417-S-096-PEACH-009,C-2026-PEACH,PEACH-009,S-096,95,2026-06-26,initial,manual_override,0.06,David Park
A-418-S-096-PEACH-010,C-2026-PEACH,PEACH-010,S-096,94,2026-06-28,initial,door_index,0.08,David Park
A-419-S-096-PEACH-011,C-2026-PEACH,PEACH-011,S-096,76,2026-06-26,initial,door_index,0.13,David Park
A-420-S-096-PEACH-012,C-2026-PEACH,PEACH-012,S-096,71,2026-06-27,initial,door_index,0.08,David Park
A-421-S-061-PEACH-001,C-2026-PEACH,PEACH-001,S-061,180,2026-06-29,initial,door_index,0.13,David Park
A-422-S-061-PEACH-002,C-2026-PEACH,PEACH-002,S-061,50,2026-06-28,initial,fair_share,0.06,David Park
A-423-S-061-PEACH-003,C-2026-PEACH,PEACH-003,S-061,67,2026-06-26,initial,manual_override,0.09,David Park
A-424-S-061-PEACH-004,C-2026-PEACH,PEACH-004,S-061,42,2026-06-28,initial,fair_share,0.14,David Park
A-425-S-061-PEACH-005,C-2026-PEACH,PEACH-005,S-061,88,2026-06-28,initial,fair_share,0.11,David Park
A-426-S-061-PEACH-006,C-2026-PEACH,PEACH-006,S-061,55,2026-06-28,initial,size_curve,0.08,David Park
A-427-S-061-PEACH-007,C-2026-PEACH,PEACH-007,S-061,46,2026-06-26,initial,size_curve,0.07,David Park
A-428-S-061-PEACH-008,C-2026-PEACH,PEACH-008,S-061,92,2026-06-29,initial,size_curve,0.1,David Park
A-429-S-061-PEACH-009,C-2026-PEACH,PEACH-009,S-061,73,2026-06-27,initial,door_index,0.08,David Park
A-430-S-061-PEACH-010,C-2026-PEACH,PEACH-010,S-061,97,2026-06-26,initial,door_index,0.07,David Park
A-431-S-061-PEACH-011,C-2026-PEACH,PEACH-011,S-061,98,2026-06-26,initial,door_index,0.12,David Park
A-432-S-061-PEACH-012,C-2026-PEACH,PEACH-012,S-061,48,2026-06-28,initial,door_index,0.06,David Park
A-433-S-068-PEACH-001,C-2026-PEACH,PEACH-001,S-068,220,2026-06-29,initial,size_curve,0.13,David Park
A-434-S-068-PEACH-002,C-2026-PEACH,PEACH-002,S-068,54,2026-06-29,initial,fair_share,0.12,David Park
A-435-S-068-PEACH-003,C-2026-PEACH,PEACH-003,S-068,56,2026-06-29,initial,fair_share,0.09,David Park
A-436-S-068-PEACH-004,C-2026-PEACH,PEACH-004,S-068,39,2026-06-29,initial,manual_override,0.12,David Park
A-437-S-068-PEACH-005,C-2026-PEACH,PEACH-005,S-068,28,2026-06-29,initial,fair_share,0.12,David Park
A-438-S-068-PEACH-006,C-2026-PEACH,PEACH-006,S-068,32,2026-06-28,initial,fair_share,0.1,David Park
A-439-S-068-PEACH-007,C-2026-PEACH,PEACH-007,S-068,54,2026-06-29,initial,fair_share,0.1,David Park
A-440-S-068-PEACH-008,C-2026-PEACH,PEACH-008,S-068,53,2026-06-28,initial,door_index,0.09,David Park
A-441-S-068-PEACH-009,C-2026-PEACH,PEACH-009,S-068,41,2026-06-27,initial,manual_override,0.14,David Park
A-442-S-068-PEACH-010,C-2026-PEACH,PEACH-010,S-068,59,2026-06-26,initial,fair_share,0.05,David Park
A-443-S-068-PEACH-011,C-2026-PEACH,PEACH-011,S-068,20,2026-06-29,replenishment,manual_override,0.06,David Park
A-444-S-068-PEACH-012,C-2026-PEACH,PEACH-012,S-068,20,2026-06-29,initial,fair_share,0.14,David Park
A-445-S-049-PEACH-001,C-2026-PEACH,PEACH-001,S-049,220,2026-06-28,initial,size_curve,0.08,David Park
A-446-S-049-PEACH-002,C-2026-PEACH,PEACH-002,S-049,18,2026-06-29,replenishment,fair_share,0.14,David Park
A-447-S-049-PEACH-003,C-2026-PEACH,PEACH-003,S-049,38,2026-06-27,initial,fair_share,0.06,David Park
A-448-S-049-PEACH-004,C-2026-PEACH,PEACH-004,S-049,17,2026-06-29,replenishment,door_index,0.08,David Park
A-449-S-049-PEACH-005,C-2026-PEACH,PEACH-005,S-049,43,2026-06-27,replenishment,fair_share,0.09,David Park
A-450-S-049-PEACH-006,C-2026-PEACH,PEACH-006,S-049,36,2026-06-28,initial,manual_override,0.15,David Park
A-451-S-049-PEACH-007,C-2026-PEACH,PEACH-007,S-049,32,2026-06-26,initial,manual_override,0.13,David Park
A-452-S-049-PEACH-008,C-2026-PEACH,PEACH-008,S-049,56,2026-06-28,initial,fair_share,0.15,David Park
A-453-S-049-PEACH-009,C-2026-PEACH,PEACH-009,S-049,25,2026-06-29,initial,manual_override,0.13,David Park
A-454-S-049-PEACH-010,C-2026-PEACH,PEACH-010,S-049,58,2026-06-26,initial,manual_override,0.13,David Park
A-455-S-049-PEACH-011,C-2026-PEACH,PEACH-011,S-049,54,2026-06-29,replenishment,door_index,0.1,David Park
