confirmation_id,allocation_id,shipment_id,campaign_id,store_id,sku,received_quantity,received_date,receipt_status,receiving_exception_type,receiving_owner,visit_id,visit_date,visit_timestamp,visit_status,gps_coordinates,checklist_completion_pct,planogram_compliance,pricing_accuracy,on_shelf_availability_pct,training_completion_flag,audit_level,audit_status,compliance_score,audit_comments,exception_flag,non_completion_reason,campaign_store_status,confirmation_timestamp
CONF-323-S-084-PEACH-008,A-332-S-084-PEACH-008,SH-332-S-084-PEACH-008,C-2026-PEACH,S-084,PEACH-008,49,2026-06-29,accepted,none,Ben Carter,V-323-S-084,2026-07-08,2026-07-08T12:45:00-04:00,completed,"36.561,-96.0074",0.94,False,True,0.89,True,L1,pending,62.8,,False,,completed,2026-07-08T15:00:00-04:00
CONF-324-S-084-PEACH-009,A-333-S-084-PEACH-009,SH-333-S-084-PEACH-009,C-2026-PEACH,S-084,PEACH-009,90,2026-06-29,accepted,none,Lisa Wong,V-324-S-084,2026-07-04,2026-07-04T12:30:00-04:00,completed,"38.8334,-73.0929",0.88,True,True,0.88,True,L1,approved,74.6,,False,,completed,2026-07-04T14:15:00-04:00
CONF-325-S-084-PEACH-010,A-334-S-084-PEACH-010,SH-334-S-084-PEACH-010,C-2026-PEACH,S-084,PEACH-010,85,2026-06-29,accepted,none,Kevin Liu,V-325-S-084,2026-07-06,2026-07-06T17:45:00-04:00,completed,"32.2548,-98.7265",0.84,True,True,0.92,True,L1,approved,88.5,,False,,completed,2026-07-06T20:15:00-04:00
CONF-326-S-084-PEACH-011,A-335-S-084-PEACH-011,SH-335-S-084-PEACH-011,C-2026-PEACH,S-084,PEACH-011,76,2026-06-28,accepted,none,Sofia Reyes,V-326-S-084,2026-07-07,2026-07-07T16:30:00-04:00,completed,"38.7376,-89.9609",0.87,True,True,0.85,True,L1,approved,97.1,,False,,completed,2026-07-07T18:30:00-04:00
CONF-327-S-084-PEACH-012,A-336-S-084-PEACH-012,SH-336-S-084-PEACH-012,C-2026-PEACH,S-084,PEACH-012,56,2026-06-28,accepted,none,Sofia Reyes,V-327-S-084,2026-07-01,2026-07-01T11:45:00-04:00,completed,"46.7696,-73.4741",0.81,True,True,0.98,True,L1,approved,74.4,,False,,completed,2026-07-01T12:15:00-04:00
CONF-328-S-041-PEACH-001,A-337-S-041-PEACH-001,SH-337-S-041-PEACH-001,C-2026-PEACH,S-041,PEACH-001,189,2026-06-29,accepted,none,Ravi Kumar,V-328-S-041,2026-07-06,2026-07-06T13:30:00-07:00,completed,"29.1617,-86.5703",0.83,True,True,0.97,True,L1,approved,83.7,,False,,completed,2026-07-06T15:15:00-07:00
CONF-329-S-041-PEACH-002,A-338-S-041-PEACH-002,SH-338-S-041-PEACH-002,C-2026-PEACH,S-041,PEACH-002,51,2026-06-29,partial,overage,Kevin Liu,V-329-S-041,2026-07-15,2026-07-15T17:00:00-07:00,in_progress,"35.4445,-106.5377",0.57,True,True,0.7,True,L2,approved,78.3,Minor overage noted during receiving.,True,Setup in progress; awaiting POSM delivery.,in_progress,2026-07-15T19:45:00-07:00
CONF-330-S-041-PEACH-003,A-339-S-041-PEACH-003,SH-339-S-041-PEACH-003,C-2026-PEACH,S-041,PEACH-003,92,2026-06-28,accepted,none,Jess Brooks,V-330-S-041,2026-07-08,2026-07-08T12:30:00-07:00,completed,"32.6675,-95.5835",0.91,True,True,0.84,True,L2,approved,76.7,,False,,completed,2026-07-08T13:00:00-07:00
CONF-331-S-041-PEACH-004,A-340-S-041-PEACH-004,SH-340-S-041-PEACH-004,C-2026-PEACH,S-041,PEACH-004,89,2026-06-29,accepted,none,Sofia Reyes,V-331-S-041,2026-07-01,2026-07-01T15:15:00-07:00,completed,"43.2713,-96.004",0.9,False,True,0.89,True,L1,approved,82.5,,False,,completed,2026-07-01T15:30:00-07:00
CONF-332-S-041-PEACH-005,A-341-S-041-PEACH-005,SH-341-S-041-PEACH-005,C-2026-PEACH,S-041,PEACH-005,95,2026-06-30,accepted,none,Rachel Green,V-332-S-041,2026-07-06,2026-07-06T11:45:00-07:00,completed,"36.7733,-76.8262",0.87,True,True,0.86,True,L1,approved,90.8,,False,,completed,2026-07-06T11:00:00-07:00
CONF-333-S-041-PEACH-006,A-342-S-041-PEACH-006,SH-342-S-041-PEACH-006,C-2026-PEACH,S-041,PEACH-006,57,2026-06-26,accepted,none,Jess Brooks,V-333-S-041,2026-07-05,2026-07-05T11:45:00-07:00,completed,"45.4392,-88.5448",0.89,True,True,0.92,True,L2,approved,73.1,,False,,completed,2026-07-05T12:30:00-07:00
CONF-334-S-041-PEACH-007,A-343-S-041-PEACH-007,SH-343-S-041-PEACH-007,C-2026-PEACH,S-041,PEACH-007,47,2026-06-30,accepted,none,Sofia Reyes,V-334-S-041,2026-07-01,2026-07-01T11:30:00-07:00,completed,"41.1983,-92.9849",0.88,True,True,0.83,True,L1,approved,91.7,,False,,completed,2026-07-01T12:00:00-07:00
CONF-335-S-041-PEACH-008,A-344-S-041-PEACH-008,SH-344-S-041-PEACH-008,C-2026-PEACH,S-041,PEACH-008,65,2026-06-29,accepted,none,Rachel Green,V-335-S-041,2026-07-08,2026-07-08T13:45:00-07:00,completed,"43.9494,-75.5084",0.87,True,True,0.9,True,L2,approved,71.4,,False,,completed,2026-07-08T14:30:00-07:00
CONF-336-S-041-PEACH-009,A-345-S-041-PEACH-009,SH-345-S-041-PEACH-009,C-2026-PEACH,S-041,PEACH-009,72,2026-06-28,accepted,none,Amy Davis,V-336-S-041,2026-07-02,2026-07-02T12:15:00-07:00,completed,"35.6288,-73.6885",0.95,True,True,0.85,True,L1,approved,95.9,,False,,completed,2026-07-02T15:00:00-07:00
CONF-337-S-041-PEACH-010,A-346-S-041-PEACH-010,SH-346-S-041-PEACH-010,C-2026-PEACH,S-041,PEACH-010,83,2026-07-01,accepted,none,Jess Brooks,V-337-S-041,2026-07-07,2026-07-07T09:00:00-07:00,completed,"39.6785,-109.504",0.9,True,True,0.82,True,L1,approved,83.8,,False,,completed,2026-07-07T10:15:00-07:00
CONF-338-S-041-PEACH-011,A-347-S-041-PEACH-011,SH-347-S-041-PEACH-011,C-2026-PEACH,S-041,PEACH-011,81,2026-06-29,accepted,none,Mark Thompson,V-338-S-041,2026-07-01,2026-07-01T17:15:00-07:00,completed,"35.7642,-117.6503",0.86,True,True,0.88,True,L2,approved,87.6,,False,,completed,2026-07-01T17:45:00-07:00
CONF-339-S-041-PEACH-012,A-348-S-041-PEACH-012,SH-348-S-041-PEACH-012,C-2026-PEACH,S-041,PEACH-012,70,2026-06-30,accepted,none,Mark Thompson,V-339-S-041,2026-07-14,2026-07-14T13:15:00-07:00,completed,"25.4594,-82.7793",0.54,True,True,0.4,True,L1,approved,78.6,,True,Store did not begin setup; staff absence.,not_started,2026-07-14T14:45:00-07:00
CONF-340-S-013-PEACH-001,A-349-S-013-PEACH-001,SH-349-S-013-PEACH-001,C-2026-PEACH,S-013,PEACH-001,163,2026-06-29,accepted,none,Kevin Liu,V-340-S-013,2026-07-01,2026-07-01T16:30:00-07:00,completed,"25.9825,-103.613",0.98,True,True,0.84,True,L1,approved,92.0,,False,,completed,2026-07-01T16:00:00-07:00
CONF-341-S-013-PEACH-002,A-350-S-013-PEACH-002,SH-350-S-013-PEACH-002,C-2026-PEACH,S-013,PEACH-002,53,2026-06-28,accepted,none,Mark Thompson,V-341-S-013,2026-07-08,2026-07-08T11:30:00-07:00,completed,"29.8067,-107.9003",0.92,True,True,0.91,True,L3,approved,82.0,,False,,completed,2026-07-08T14:15:00-07:00
CONF-342-S-013-PEACH-003,A-351-S-013-PEACH-003,SH-351-S-013-PEACH-003,C-2026-PEACH,S-013,PEACH-003,77,2026-06-29,accepted,none,Jess Brooks,V-342-S-013,2026-07-02,2026-07-02T13:45:00-07:00,completed,"38.45,-91.595",0.87,True,True,0.88,True,L3,approved,88.5,,False,,completed,2026-07-02T16:15:00-07:00
CONF-343-S-013-PEACH-004,A-352-S-013-PEACH-004,SH-352-S-013-PEACH-004,C-2026-PEACH,S-013,PEACH-004,79,2026-06-29,accepted,none,Tom Harris,V-343-S-013,2026-07-01,2026-07-01T16:45:00-07:00,completed,"25.1078,-74.2944",0.86,True,True,0.85,True,L2,approved,71.0,,False,,completed,2026-07-01T19:45:00-07:00
CONF-344-S-013-PEACH-005,A-353-S-013-PEACH-005,SH-353-S-013-PEACH-005,C-2026-PEACH,S-013,PEACH-005,39,2026-06-28,accepted,none,Kevin Liu,V-344-S-013,2026-07-06,2026-07-06T11:30:00-07:00,completed,"44.0494,-117.8573",0.87,True,True,0.91,False,L1,approved,77.4,,False,,completed,2026-07-06T13:45:00-07:00
CONF-345-S-013-PEACH-006,A-354-S-013-PEACH-006,SH-354-S-013-PEACH-006,C-2026-PEACH,S-013,PEACH-006,84,2026-06-27,accepted,none,Ravi Kumar,V-345-S-013,2026-07-02,2026-07-02T12:30:00-07:00,completed,"37.164,-91.0494",0.92,True,True,0.92,True,L1,approved,77.3,,False,,completed,2026-07-02T15:00:00-07:00
CONF-346-S-013-PEACH-007,A-355-S-013-PEACH-007,SH-355-S-013-PEACH-007,C-2026-PEACH,S-013,PEACH-007,58,2026-07-01,accepted,none,Ben Carter,V-346-S-013,2026-07-10,2026-07-10T16:45:00-07:00,in_progress,"42.3512,-102.4698",0.75,True,True,0.53,True,L1,approved,77.4,,True,Setup in progress; awaiting POSM delivery.,in_progress,2026-07-10T18:30:00-07:00
CONF-347-S-013-PEACH-009,A-357-S-013-PEACH-009,SH-357-S-013-PEACH-009,C-2026-PEACH,S-013,PEACH-009,41,2026-06-29,accepted,none,Ben Carter,V-347-S-013,2026-07-02,2026-07-02T14:30:00-07:00,completed,"32.0165,-109.5868",0.9,True,True,0.9,True,L1,approved,96.9,,False,,completed,2026-07-02T14:15:00-07:00
CONF-348-S-013-PEACH-010,A-358-S-013-PEACH-010,SH-358-S-013-PEACH-010,C-2026-PEACH,S-013,PEACH-010,41,2026-06-30,accepted,none,Rachel Green,V-348-S-013,2026-07-08,2026-07-08T08:30:00-07:00,completed,"41.5016,-89.7479",0.92,True,True,0.84,True,L2,approved,75.2,,False,,completed,2026-07-08T08:15:00-07:00
CONF-349-S-013-PEACH-011,A-359-S-013-PEACH-011,SH-359-S-013-PEACH-011,C-2026-PEACH,S-013,PEACH-011,62,2026-06-29,accepted,none,Sofia Reyes,V-349-S-013,2026-07-01,2026-07-01T09:15:00-07:00,completed,"39.0579,-83.7919",0.87,True,False,0.95,True,L1,approved,89.3,,False,,completed,2026-07-01T10:00:00-07:00
CONF-350-S-013-PEACH-012,A-360-S-013-PEACH-012,SH-360-S-013-PEACH-012,C-2026-PEACH,S-013,PEACH-012,40,2026-06-29,accepted,none,Sofia Reyes,V-350-S-013,2026-07-04,2026-07-04T09:00:00-07:00,completed,"27.2722,-88.2854",0.83,True,True,0.89,True,L2,approved,90.8,,False,,completed,2026-07-04T12:30:00-07:00
CONF-351-S-043-PEACH-001,A-361-S-043-PEACH-001,SH-361-S-043-PEACH-001,C-2026-PEACH,S-043,PEACH-001,195,2026-06-28,accepted,none,Sofia Reyes,V-351-S-043,2026-07-03,2026-07-03T09:45:00-07:00,completed,"29.267,-119.3006",0.97,True,True,0.83,True,L1,approved,71.0,,False,,completed,2026-07-03T11:15:00-07:00
CONF-352-S-043-PEACH-002,A-362-S-043-PEACH-002,SH-362-S-043-PEACH-002,C-2026-PEACH,S-043,PEACH-002,39,2026-06-26,accepted,none,Rachel Green,V-352-S-043,2026-07-04,2026-07-04T15:00:00-07:00,completed,"35.319,-87.3601",0.81,True,True,0.81,True,L2,approved,92.5,,False,,completed,2026-07-04T16:45:00-07:00
CONF-353-S-043-PEACH-003,A-363-S-043-PEACH-003,SH-363-S-043-PEACH-003,C-2026-PEACH,S-043,PEACH-003,60,2026-06-29,accepted,none,Lisa Wong,V-353-S-043,2026-07-01,2026-07-01T13:45:00-07:00,completed,"25.6906,-115.211",0.85,True,True,0.99,False,L1,approved,72.5,,False,,completed,2026-07-01T16:30:00-07:00
CONF-354-S-043-PEACH-004,A-364-S-043-PEACH-004,SH-364-S-043-PEACH-004,C-2026-PEACH,S-043,PEACH-004,75,2026-06-28,accepted,none,Kevin Liu,V-354-S-043,2026-07-04,2026-07-04T14:00:00-07:00,completed,"40.067,-95.2193",0.84,False,True,0.86,True,L2,approved,92.2,,False,,completed,2026-07-04T17:00:00-07:00
CONF-355-S-043-PEACH-005,A-365-S-043-PEACH-005,SH-365-S-043-PEACH-005,C-2026-PEACH,S-043,PEACH-005,74,2026-06-28,accepted,none,Amy Davis,V-355-S-043,2026-07-02,2026-07-02T08:45:00-07:00,completed,"30.6322,-117.3103",1.0,True,True,0.86,True,L3,approved,74.0,,False,,completed,2026-07-02T10:30:00-07:00
CONF-356-S-043-PEACH-007,A-367-S-043-PEACH-007,SH-367-S-043-PEACH-007,C-2026-PEACH,S-043,PEACH-007,68,2026-06-26,accepted,none,Kevin Liu,V-356-S-043,2026-07-02,2026-07-02T08:30:00-07:00,completed,"43.3502,-96.277",0.84,True,True,0.84,True,L1,pending,83.1,,False,,completed,2026-07-02T10:45:00-07:00
CONF-357-S-043-PEACH-008,A-368-S-043-PEACH-008,SH-368-S-043-PEACH-008,C-2026-PEACH,S-043,PEACH-008,63,2026-07-01,accepted,none,Jess Brooks,V-357-S-043,2026-07-05,2026-07-05T16:00:00-07:00,completed,"46.8044,-78.6419",0.87,True,True,0.81,True,L1,approved,96.7,,False,,completed,2026-07-05T17:30:00-07:00
CONF-358-S-043-PEACH-009,A-369-S-043-PEACH-009,SH-369-S-043-PEACH-009,C-2026-PEACH,S-043,PEACH-009,92,2026-06-29,accepted,none,Sofia Reyes,V-358-S-043,2026-07-07,2026-07-07T14:30:00-07:00,completed,"36.0163,-98.602",0.98,True,True,0.83,True,L3,approved,84.0,,False,,completed,2026-07-07T17:30:00-07:00
CONF-359-S-043-PEACH-010,A-370-S-043-PEACH-010,SH-370-S-043-PEACH-010,C-2026-PEACH,S-043,PEACH-010,79,2026-06-30,accepted,none,Ben Carter,V-359-S-043,2026-07-04,2026-07-04T16:00:00-07:00,completed,"36.286,-89.0144",0.91,True,True,0.81,True,L2,approved,93.1,,False,,completed,2026-07-04T16:00:00-07:00
CONF-360-S-043-PEACH-011,A-371-S-043-PEACH-011,SH-371-S-043-PEACH-011,C-2026-PEACH,S-043,PEACH-011,64,2026-06-29,accepted,none,Lisa Wong,V-360-S-043,2026-07-04,2026-07-04T11:30:00-07:00,completed,"31.2196,-72.7726",0.81,True,True,0.99,True,L1,approved,90.0,,False,,completed,2026-07-04T13:45:00-07:00
CONF-361-S-043-PEACH-012,A-372-S-043-PEACH-012,SH-372-S-043-PEACH-012,C-2026-PEACH,S-043,PEACH-012,62,2026-06-28,accepted,none,Ben Carter,V-361-S-043,2026-07-08,2026-07-08T10:00:00-07:00,completed,"25.0343,-109.5931",0.84,False,False,0.9,True,L1,approved,81.3,,False,,completed,2026-07-08T12:30:00-07:00
CONF-362-S-090-PEACH-001,A-373-S-090-PEACH-001,SH-373-S-090-PEACH-001,C-2026-PEACH,S-090,PEACH-001,177,2026-06-27,accepted,none,Ravi Kumar,V-362-S-090,2026-07-13,2026-07-13T09:45:00-05:00,completed,"38.3318,-77.2063",0.53,True,True,0.46,True,L1,rejected,53.2,Campaign setup not completed by launch date.,True,Setup in progress; awaiting POSM delivery.,in_progress,2026-07-13T09:00:00-05:00
CONF-363-S-090-PEACH-002,A-374-S-090-PEACH-002,SH-374-S-090-PEACH-002,C-2026-PEACH,S-090,PEACH-002,90,2026-06-30,accepted,none,Ben Carter,V-363-S-090,2026-07-08,2026-07-08T17:00:00-05:00,completed,"37.4609,-83.3472",0.86,True,True,0.99,True,L1,approved,77.2,,False,,completed,2026-07-08T20:00:00-05:00
CONF-364-S-090-PEACH-003,A-375-S-090-PEACH-003,SH-375-S-090-PEACH-003,C-2026-PEACH,S-090,PEACH-003,38,2026-06-30,partial,shortage,Mark Thompson,V-364-S-090,2026-07-05,2026-07-05T11:15:00-05:00,completed,"45.4773,-83.8494",0.85,True,True,0.9,True,L1,approved,89.4,Minor shortage noted during receiving.,True,,completed,2026-07-05T14:00:00-05:00
CONF-365-S-090-PEACH-004,A-376-S-090-PEACH-004,SH-376-S-090-PEACH-004,C-2026-PEACH,S-090,PEACH-004,44,2026-06-26,accepted,none,Sofia Reyes,V-365-S-090,2026-07-05,2026-07-05T08:15:00-05:00,completed,"26.5735,-109.8273",0.95,True,True,0.89,True,L1,approved,77.9,,False,,completed,2026-07-05T10:00:00-05:00
CONF-366-S-090-PEACH-005,A-377-S-090-PEACH-005,SH-377-S-090-PEACH-005,C-2026-PEACH,S-090,PEACH-005,51,2026-06-27,accepted,none,Lisa Wong,V-366-S-090,2026-07-01,2026-07-01T08:15:00-05:00,completed,"43.6326,-84.683",0.91,True,True,0.98,True,L1,approved,91.5,,False,,completed,2026-07-01T10:00:00-05:00
CONF-367-S-090-PEACH-006,A-378-S-090-PEACH-006,SH-378-S-090-PEACH-006,C-2026-PEACH,S-090,PEACH-006,74,2026-06-28,accepted,none,Lisa Wong,V-367-S-090,2026-07-06,2026-07-06T09:45:00-05:00,completed,"45.8112,-96.6216",0.96,True,True,0.88,True,L3,approved,82.7,,False,,completed,2026-07-06T11:30:00-05:00
CONF-368-S-090-PEACH-007,A-379-S-090-PEACH-007,SH-379-S-090-PEACH-007,C-2026-PEACH,S-090,PEACH-007,94,2026-07-01,accepted,none,Kevin Liu,V-368-S-090,2026-07-03,2026-07-03T13:00:00-05:00,completed,"46.5802,-88.5829",0.96,True,True,0.8,True,L2,approved,70.9,,False,,completed,2026-07-03T13:45:00-05:00
CONF-369-S-090-PEACH-008,A-380-S-090-PEACH-008,SH-380-S-090-PEACH-008,C-2026-PEACH,S-090,PEACH-008,43,2026-06-28,accepted,none,Amy Davis,V-369-S-090,2026-07-07,2026-07-07T08:00:00-05:00,completed,"37.0145,-97.0859",0.81,True,True,0.84,True,L1,approved,95.9,,False,,completed,2026-07-07T09:15:00-05:00
CONF-370-S-090-PEACH-009,A-381-S-090-PEACH-009,SH-381-S-090-PEACH-009,C-2026-PEACH,S-090,PEACH-009,73,2026-06-29,partial,overage,Kevin Liu,V-370-S-090,2026-07-06,2026-07-06T15:45:00-05:00,completed,"30.1609,-79.2552",0.98,True,True,0.86,True,L3,approved,74.0,Minor overage noted during receiving.,True,,completed,2026-07-06T18:30:00-05:00
CONF-371-S-090-PEACH-010,A-382-S-090-PEACH-010,SH-382-S-090-PEACH-010,C-2026-PEACH,S-090,PEACH-010,55,2026-06-26,accepted,none,Amy Davis,V-371-S-090,2026-07-07,2026-07-07T09:00:00-05:00,completed,"25.1574,-95.039",0.95,True,True,0.95,True,L1,approved,85.6,,False,,completed,2026-07-07T11:15:00-05:00
CONF-372-S-090-PEACH-011,A-383-S-090-PEACH-011,SH-383-S-090-PEACH-011,C-2026-PEACH,S-090,PEACH-011,55,2026-06-27,accepted,none,Rachel Green,V-372-S-090,2026-07-03,2026-07-03T09:15:00-05:00,completed,"34.0675,-70.6567",0.9,True,True,0.88,True,L1,approved,74.3,,False,,completed,2026-07-03T12:15:00-05:00
CONF-373-S-090-PEACH-012,A-384-S-090-PEACH-012,SH-384-S-090-PEACH-012,C-2026-PEACH,S-090,PEACH-012,94,2026-06-29,partial,overage,Sofia Reyes,V-373-S-090,2026-07-07,2026-07-07T15:30:00-05:00,completed,"35.7429,-115.974",0.83,False,True,0.8,True,L3,approved,85.8,Minor overage noted during receiving.,True,,completed,2026-07-07T17:45:00-05:00
CONF-374-S-018-PEACH-001,A-385-S-018-PEACH-001,SH-385-S-018-PEACH-001,C-2026-PEACH,S-018,PEACH-001,182,2026-06-27,accepted,none,Rachel Green,V-374-S-018,2026-07-05,2026-07-05T12:00:00-05:00,completed,"45.2102,-82.305",0.91,True,True,0.87,True,L2,approved,91.0,,False,,completed,2026-07-05T14:45:00-05:00
CONF-375-S-018-PEACH-002,A-386-S-018-PEACH-002,SH-386-S-018-PEACH-002,C-2026-PEACH,S-018,PEACH-002,41,2026-07-01,accepted,none,Ben Carter,V-375-S-018,2026-07-07,2026-07-07T12:30:00-05:00,completed,"27.3247,-84.4871",0.9,True,True,0.91,True,L1,approved,76.5,,False,,completed,2026-07-07T12:00:00-05:00
CONF-376-S-018-PEACH-003,A-387-S-018-PEACH-003,SH-387-S-018-PEACH-003,C-2026-PEACH,S-018,PEACH-003,39,2026-06-29,accepted,none,Sofia Reyes,V-376-S-018,2026-07-03,2026-07-03T09:30:00-05:00,completed,"47.8407,-99.7424",0.97,False,True,0.96,True,L1,approved,94.6,,False,,completed,2026-07-03T12:00:00-05:00
CONF-377-S-018-PEACH-004,A-388-S-018-PEACH-004,SH-388-S-018-PEACH-004,C-2026-PEACH,S-018,PEACH-004,18,2026-06-28,accepted,none,Lisa Wong,V-377-S-018,2026-07-03,2026-07-03T08:00:00-05:00,completed,"32.152,-82.8013",0.91,False,True,0.9,True,L2,approved,80.8,,False,,completed,2026-07-03T11:00:00-05:00
CONF-378-S-018-PEACH-005,A-389-S-018-PEACH-005,SH-389-S-018-PEACH-005,C-2026-PEACH,S-018,PEACH-005,50,2026-06-29,partial,overage,Jess Brooks,V-378-S-018,2026-07-08,2026-07-08T17:00:00-05:00,completed,"43.5745,-118.3783",0.8,True,True,0.96,True,L2,pending,80.6,Minor overage noted during receiving.,True,,completed,2026-07-08T17:00:00-05:00
CONF-379-S-018-PEACH-006,A-390-S-018-PEACH-006,SH-390-S-018-PEACH-006,C-2026-PEACH,S-018,PEACH-006,59,2026-06-26,accepted,none,Mark Thompson,V-379-S-018,2026-07-07,2026-07-07T13:00:00-05:00,completed,"38.3822,-105.7552",1.0,True,True,0.97,True,L1,pending,84.0,,False,,completed,2026-07-07T15:00:00-05:00
CONF-380-S-018-PEACH-007,A-391-S-018-PEACH-007,SH-391-S-018-PEACH-007,C-2026-PEACH,S-018,PEACH-007,24,2026-06-30,accepted,none,Ravi Kumar,V-380-S-018,2026-07-01,2026-07-01T10:45:00-05:00,completed,"28.1648,-96.6009",0.95,True,True,0.99,True,L1,approved,73.1,,False,,completed,2026-07-01T10:45:00-05:00
CONF-381-S-018-PEACH-008,A-392-S-018-PEACH-008,SH-392-S-018-PEACH-008,C-2026-PEACH,S-018,PEACH-008,35,2026-06-30,accepted,none,Sofia Reyes,V-381-S-018,2026-07-04,2026-07-04T17:45:00-05:00,completed,"36.2794,-113.9693",0.84,True,True,0.89,True,L2,approved,70.2,,False,,completed,2026-07-04T19:45:00-05:00
CONF-382-S-018-PEACH-009,A-393-S-018-PEACH-009,SH-393-S-018-PEACH-009,C-2026-PEACH,S-018,PEACH-009,50,2026-06-30,accepted,none,Lisa Wong,V-382-S-018,2026-07-06,2026-07-06T15:00:00-05:00,completed,"39.9806,-86.5435",0.86,True,True,0.98,True,L1,approved,80.9,,False,,completed,2026-07-06T15:15:00-05:00
CONF-383-S-018-PEACH-010,A-394-S-018-PEACH-010,SH-394-S-018-PEACH-010,C-2026-PEACH,S-018,PEACH-010,51,2026-06-28,accepted,none,Mark Thompson,V-383-S-018,2026-07-07,2026-07-07T13:45:00-05:00,completed,"40.3268,-119.0038",0.96,True,True,0.89,True,L1,approved,95.6,,False,,completed,2026-07-07T15:45:00-05:00
CONF-384-S-018-PEACH-011,A-395-S-018-PEACH-011,SH-395-S-018-PEACH-011,C-2026-PEACH,S-018,PEACH-011,32,2026-06-28,accepted,none,Rachel Green,V-384-S-018,2026-07-02,2026-07-02T08:00:00-05:00,completed,"43.9394,-100.5802",0.8,True,True,0.87,True,L3,approved,91.5,,False,,completed,2026-07-02T11:30:00-05:00
CONF-385-S-018-PEACH-012,A-396-S-018-PEACH-012,SH-396-S-018-PEACH-012,C-2026-PEACH,S-018,PEACH-012,52,2026-07-01,accepted,none,Ben Carter,V-385-S-018,2026-07-02,2026-07-02T16:15:00-05:00,completed,"37.4621,-105.3583",0.81,False,True,0.82,True,L2,pending,60.4,,False,,completed,2026-07-02T17:30:00-05:00
CONF-386-S-005-PEACH-001,A-397-S-005-PEACH-001,SH-397-S-005-PEACH-001,C-2026-PEACH,S-005,PEACH-001,202,2026-06-30,partial,damage,Sofia Reyes,V-386-S-005,2026-07-06,2026-07-06T16:45:00-04:00,completed,"41.397,-107.7466",0.93,True,True,0.85,True,L1,approved,94.7,Minor damage noted during receiving.,True,,completed,2026-07-06T18:45:00-04:00
CONF-387-S-005-PEACH-002,A-398-S-005-PEACH-002,SH-398-S-005-PEACH-002,C-2026-PEACH,S-005,PEACH-002,51,2026-06-27,accepted,none,Tom Harris,V-387-S-005,2026-07-03,2026-07-03T16:45:00-04:00,completed,"35.8665,-92.4095",0.86,True,True,0.83,True,L3,approved,79.2,,False,,completed,2026-07-03T16:30:00-04:00
CONF-388-S-005-PEACH-003,A-399-S-005-PEACH-003,SH-399-S-005-PEACH-003,C-2026-PEACH,S-005,PEACH-003,47,2026-06-30,accepted,none,Amy Davis,V-388-S-005,2026-07-08,2026-07-08T09:30:00-04:00,completed,"28.5596,-77.2959",0.93,True,True,0.89,True,L1,approved,92.0,,False,,completed,2026-07-08T11:30:00-04:00
CONF-389-S-005-PEACH-004,A-400-S-005-PEACH-004,SH-400-S-005-PEACH-004,C-2026-PEACH,S-005,PEACH-004,71,2026-06-28,accepted,none,Ben Carter,V-389-S-005,2026-07-05,2026-07-05T15:45:00-04:00,completed,"33.2364,-97.9229",0.81,True,True,0.89,True,L2,approved,83.5,,False,,completed,2026-07-05T16:00:00-04:00
CONF-390-S-005-PEACH-005,A-401-S-005-PEACH-005,SH-401-S-005-PEACH-005,C-2026-PEACH,S-005,PEACH-005,63,2026-06-28,accepted,none,Sofia Reyes,V-390-S-005,2026-07-08,2026-07-08T12:15:00-04:00,completed,"45.4393,-105.1747",0.81,True,True,0.94,True,L1,approved,74.8,,False,,completed,2026-07-08T12:15:00-04:00
CONF-391-S-005-PEACH-006,A-402-S-005-PEACH-006,SH-402-S-005-PEACH-006,C-2026-PEACH,S-005,PEACH-006,79,2026-06-27,accepted,none,Mark Thompson,V-391-S-005,2026-07-03,2026-07-03T10:30:00-04:00,completed,"34.5822,-107.4664",0.8,True,True,0.84,True,L1,approved,75.8,,False,,completed,2026-07-03T10:45:00-04:00
CONF-392-S-005-PEACH-007,A-403-S-005-PEACH-007,SH-403-S-005-PEACH-007,C-2026-PEACH,S-005,PEACH-007,74,2026-06-28,accepted,none,Amy Davis,V-392-S-005,2026-07-08,2026-07-08T10:30:00-04:00,completed,"45.5417,-98.4381",0.9,True,False,0.98,True,L2,approved,96.2,,False,,completed,2026-07-08T11:15:00-04:00
CONF-393-S-005-PEACH-008,A-404-S-005-PEACH-008,SH-404-S-005-PEACH-008,C-2026-PEACH,S-005,PEACH-008,43,2026-06-27,accepted,none,Mark Thompson,V-393-S-005,2026-07-11,2026-07-11T08:30:00-04:00,completed,"35.9081,-91.1145",0.72,True,True,0.73,True,L1,rejected,45.6,Campaign setup not completed by launch date.,True,Store did not begin setup; staff absence.,not_started,2026-07-11T08:15:00-04:00
CONF-394-S-005-PEACH-009,A-405-S-005-PEACH-009,SH-405-S-005-PEACH-009,C-2026-PEACH,S-005,PEACH-009,74,2026-06-28,partial,shortage,Rachel Green,V-394-S-005,2026-07-08,2026-07-08T13:30:00-04:00,completed,"35.0357,-116.1513",0.94,False,True,0.91,True,L1,rejected,51.7,Significant shortage in received quantity.,True,,completed,2026-07-08T15:15:00-04:00
